#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column double fEdep
#column double runTime
280.974,58.8295
190.993,318.175
13.9577,55.5981
115.535,60.184
616.455,34.3627
58.0658,34.3627
89.9304,49.2153
36.8249,163.627
102.512,744.192
166.175,78.5114
128.406,74.9277
35.6818,11.0363
165.78,45.0431
784.487,67.5185
158.776,14.877
268.298,18.2751
144.021,127.62
172.266,86.8231
115.908,185.727
892.706,370.192
31.535,125.283
294.504,74.9586
33.535,372.767
92.0329,372.767
413.359,97.3617
1218.45,122.427
55.7848,179.916
142.738,34.6171
684.734,32.0476
116.975,76.2389
981.514,58.9044
571.527,412.389
23.109,45.7753
165.251,160.067
1080.98,45.1873
280.937,95.5133
166.179,190.423
32.2827,79.1983
165.864,87.6084
185.095,38.4107
446.422,18.3475
105.34,18.3475
166.043,190.457
166.561,3.69962
166.018,101.174
33.3244,16.9645
140.98,7.51033
165.536,150.338
782.134,175.932
140.079,38.5931
37.68,449.461
20.0323,15.0484
151.935,231.933
20.8226,198.107
165.424,107.913
197.75,283.529
166.294,40.4019
108.842,40.4019
695.549,70.8783
109.79,70.8783
48.1494,133.984
1027.94,157.728
1456.55,252.904
166.006,61.758
121.786,61.758
133.706,109.545
721.975,73.9617
113.959,73.9617
165.685,35.8304
53.0923,35.8304
45.2231,30.4174
166.141,121.986
33.4658,207.492
884.724,61.7119
592.712,210.418
49.2462,210.418
180.921,29.408
37.7254,184.062
32.9478,26.7776
141.042,43.8438
573.388,11.6697
29.3921,16.1303
78.7485,38.8215
158.662,125.4
78.2339,128.986
352.936,128.986
165.603,44.7285
123.967,48.8055
323.712,36.525
738.552,8.3299
166.006,45.3609
108.521,45.3609
1612.9,250.377
33.7202,107.016
165.745,118.519
425.01,4.16424
51.2316,143.759
149.968,802.204
25.0322,12.7499
144.825,96.068
536.664,9.77428
22.7812,47.8546
64.375,47.8546
213.119,161.565
972.066,4.36316
165.891,6.3814
165.655,233.968
233.757,233.968
165.72,46.5927
165.635,105.588
149.922,14.6108
437.322,29.8601
70.9073,146.575
256.416,338.626
87.4489,90.0586
163.576,332.74
122.224,332.74
1135.17,83.7425
116.172,83.7425
26.1684,511.864
166.061,9.40332
823.34,193.019
14.1517,842.779
91.3613,842.779
116.171,842.779
22.3054,130.854
1108.85,171.329
347.546,37.3737
17.0899,6.63243
165.568,127.839
165.564,296.794
570.978,17.4849
165.636,244.427
94.6281,290.034
165.401,68.4299
327.702,187.639
99.9815,17.1821
255.552,17.1821
90.7938,87.0698
330.104,332.383
159.296,121.256
438.998,148.881
166.093,200.472
165.784,135.587
305.257,105.645
17.2768,580.147
110.922,238.482
133.209,238.482
162.543,153.551
48.3908,47.2008
165.616,21.5671
165.37,6.28386
33.0132,110.111
271.662,36.8308
165.732,221.601
37.7781,70.28
166.105,141.817
62.8153,25.1402
55.1151,25.1402
57.1752,170.953
165.871,120.781
