#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column double fEdep
#column double runTime
99.5138,89.5633
165.736,213.217
482.569,67.0206
111.95,347.155
107.106,50.7452
160.189,94.8787
278.877,1.45324
67.3827,69.3851
501.503,28.9941
112.502,45.5866
165.617,21.3164
332.478,57.0605
1064.61,7.88669
40.0053,7.88669
1007,290.77
1003.37,164.278
87.7808,291.85
157.79,201.149
163.663,58.1901
495.952,427.831
26.2302,106.549
917.276,82.0946
1269.43,311.839
111.374,334.639
265.473,65.4105
166.167,150.402
586.122,305.745
854.601,228.523
1733.6,70.4973
267.155,70.4973
289.687,70.4973
136.994,23.8288
48.4513,48.2089
325.699,48.2089
166.465,176.1
77.0134,24.0035
491.361,73.8666
106.922,1.10444
333.747,1.10444
1076.86,224.993
284.437,224.444
165.777,68.9164
33.7966,41.1383
526.587,31.8369
166.675,32.1548
209.977,159.376
165.317,82.5422
165.993,124.082
147.649,38.9486
70.5888,181.273
627.712,181.273
105.877,181.273
685.977,146.739
877.378,37.866
105.777,2.05813
165.598,21.289
155.016,31.2651
325.691,91.6176
120.275,78.7957
46.4016,50.4722
165.817,42.5175
33.5832,5.75581
48.1438,14.2843
116.491,1.39679
1521.92,32.9287
1453.99,262.42
165.809,93.4357
1112.3,219.584
925.699,77.2873
370.877,281.303
166.321,5.92147
166.287,59.6583
166.182,44.8
207.687,125.205
115.714,317.513
28.9987,317.513
862.788,95.1085
684.301,9.81959
165.562,137.876
137.067,233.616
835.943,5.75278
165.76,89.7775
564.44,8.31456
411.42,7.7851
348.142,7.7851
493.44,292.38
6.13146,76.4427
165.727,27.6694
165.909,13.4643
395.616,12.2864
192.76,28.2961
34.0715,388.69
763.544,175.612
85.6303,286.033
1276.77,349.351
123.853,375.72
165.14,11.0551
665.128,274.507
166.455,387.623
1673.9,351.82
104.128,135.625
1115.15,41.6958
165.941,6.73009
1223.96,258.779
166.045,29.0136
174.212,15.7935
128.85,2.73274
33.4958,283.563
397.912,227.782
104.307,227.782
165.84,283.049
37.7989,153.267
165.841,66.4836
65.0808,24.2215
590.835,35.2034
95.2851,129.922
37.7913,18.054
166.227,141.33
58.9374,141.33
228.988,143.775
360.061,258.525
297.359,70.3134
766.816,150.467
30.0997,36.2692
165.883,292.985
1723.19,52.437
870.83,77.5619
287.526,61.2195
1173.64,63.0446
131.831,318.174
123.692,145.868
85.1256,53.34
165.938,37.8334
882.341,10.4355
398.261,32.5649
127.516,27.4145
166.205,116.154
165.715,154.519
55.2836,144.544
79.9243,21.7545
92.4241,28.3486
496.743,79.2621
33.1132,179.396
150.27,395.09
15.2586,172.882
240.855,78.1603
1040.73,91.7616
878.688,44.609
63.6448,80.198
352.252,278.055
255.43,41.6802
168.622,173.436
165.913,18.9077
78.4426,59.1172
947.393,116.906
60.8728,38.5023
173.925,252.635
165.264,302.335
127.835,120.208
66.7526,300.798
47.4374,9.86144
1471.06,91.8061
93.6588,111.642
119.824,82.342
38.3708,26.4321
166.154,206.785
1025.65,64.0642
67.8676,130.897
581.01,47.6771
111.311,92.8434
283.617,78.3765
269.515,83.8591
165.812,107.083
538.633,124.451
547.311,80.5728
337.313,262.67
825.083,0.0492352
34.2591,126.39
119.629,152.146
158.252,149.518
106.053,30.5475
728.135,30.5475
122.536,5.69891
54.0734,87.7645
32.9082,160.207
819.368,125.419
784.256,9.5638
95.1117,9.5638
213.434,290.172
85.0231,7.16329
718.926,59.3988
1091.32,1.58569
48.6946,147.692
203.239,147.692
166.193,407.657
33.3892,86.8611
204.158,60.0591
165.808,126.76
439.809,497.177
496.019,145.879
112.637,28.8075
826.103,479.028
32.8565,23.892
128.192,601.758
767.34,45.0927
165.929,91.8009
128.901,66.2173
166.123,231.753
165.335,235.574
95.9975,235.574
580.796,49.6002
1172.19,231.619
94.2075,217.794
386.777,65.1432
165.732,155.743
37.7495,98.9902
923.673,222.297
523.234,120.133
33.6088,49.4954
432.109,37.1618
165.587,242.573
43.028,96.5848
488.925,57.6529
678.578,140.906
910.842,75.2445
193.478,134.792
165.705,107.205
267.136,107.205
736.177,124.804
973.193,51.4315
785.196,85.5516
182.21,132.77
102.047,234.431
425.658,449.115
549.775,449.115
33.6077,182.207
120.663,290.27
165.5,59.8141
33.2809,373.979
687.501,152.956
188.105,152.956
115.163,218.427
183.622,93.5608
39.6587,123.955
28.8785,126.887
1128.93,126.887
123.908,313.463
1171.39,66.3992
64.3629,13.0056
1023.65,90.4824
165.966,117.939
33.5672,47.2498
166.257,47.2498
1268.31,246.516
583.327,238.767
104.085,264.726
165.708,36.8439
35.343,36.8439
648.246,54.0011
144.899,78.8322
1653.31,173.294
32.9703,23.718
225.714,7.4408
48.6704,54.8933
165.753,156.984
166.157,9.50561
235.759,9.50561
120.503,46.7972
646.162,151.22
131.353,16.1594
109.328,318.211
165.819,128.281
1215.31,147.416
165.752,2.74895
165.935,121.979
150.017,311.186
106.998,311.186
61.2276,275.64
39.5507,86.9627
832.044,739.175
377.444,162.224
1196.66,195.986
123.662,116.394
455.398,119.156
33.3088,193.398
165.782,255.852
466.86,184.605
103.993,93.6693
23.3526,71.1077
260.123,47.4885
166.084,23.8437
61.5856,148.486
261.274,321.598
165.756,14.4661
165.819,4.5074
37.7994,101.089
165.38,127.317
807.218,74.755
1328.67,213.042
486.935,16.1481
337.133,206.324
172.513,206.324
180.239,206.324
996.329,891.822
553.533,125.991
902.236,69.795
934.77,237.81
581.876,302.142
766.274,148.73
165.69,292.011
122.346,214.666
33.3475,28.2344
1081.34,10.0729
634.056,261.709
23.1716,66.3464
472.513,74.8792
122.88,92.4391
416.965,6.90822
119.964,354.642
165.784,105.727
43.8298,388.323
15.8078,388.323
382.845,7.95014
32.98,55.4764
33.5789,275.165
33.6376,299.197
1563.84,310.651
212.611,310.651
165.493,44.609
634.073,100.926
38.8747,101.206
17.2859,129.908
