fEdep,runTime
29.2562,4845.934060
56.2083,15285.096075
177.101,39569.432395
118.041,35297.862182
121.119,16397.168923
103.776,23244.333077
91.4354,22333.914991
68.5611,18241.942612
68.528,5370.848090
84.4636,7619.513507
50.1599,3081.130596
33.5451,3081.130596
141.876,335.063261
107.944,4389.990550
48.2333,22443.795324
116.05,22443.795324
9.72957,22443.795324
107.409,22327.678607
49.3848,10331.750015
120.026,20900.804798
167.16,32890.955032
102.886,44885.870942
364.392,8590.096257
77.1753,8590.096257
102.794,11829.663005
203.175,40900.030406
133.342,2038.249623
67.232,17402.192246
365.094,2020.571583
39.4256,2020.571583
141.83,7484.899829
149.589,2462.560686
272.922,19039.671072
14.7347,783.919607
99.2367,7041.930192
35.7921,7137.868551
11.14,3090.427745
119.766,960.148415
108.806,960.148415
132.752,692.120481
365.085,10566.034878
21.8491,21294.566881
260.017,11611.103661
119.294,11611.103661
38.3546,2794.846675
147.97,7300.159228
65.0197,1113.407522
108.485,19692.292981
399.332,9860.283545
23.2136,31068.462116
180.774,18849.106185
90.2531,36307.332584
29.4736,32599.209203
124.854,8795.592689
129.244,1764.890610
40.3411,6629.815137
75.9838,29627.728460
55.5851,716.038689
211.717,268.260081
353.362,9289.241593
33.71,9289.241593
74.4663,4883.154788
124.047,5053.841620
190.003,2390.973403
158.711,54704.628637
7.19213,54704.628637
213.762,2831.371745
41.7392,2831.371745
112.377,8711.241987
336.184,2780.509425
288.163,3704.732953
125.446,7865.917465
53.6015,70895.220210
95.1303,4255.738815
120.231,5595.206940
128.341,12467.827653
51.9891,19817.164051
203.89,4099.460686
364.839,52237.423498
37.3783,844.471881
7.07087,12611.263127
98.3076,4007.606392
117.483,2022.543171
165.821,48576.258093
200.565,13134.130212
204.041,3372.896037
119.586,4746.504005
154.035,10914.206054
54.2929,4276.539088
183.658,30628.934616
108.31,16227.181765
12.102,5377.610681
71.6647,2418.249868
198.543,3564.425620
228.099,6108.655351
43.1881,14856.603578
125.041,14831.817923
59.0228,94912.067860
399.365,2938.374990
355.185,13507.160738
39.5933,1906.295261
87.3878,468.377944
118.926,13259.437566
223.458,1271.111717
24.5676,1271.111717
177.764,25658.331029
31.066,25658.331029
43.0175,25658.331029
46.0236,28402.538734
143.054,10835.811502
196.819,45880.134574
250.767,2417.387949
197.833,19075.690366
185.653,3410.210828
137.465,438.568127
189.487,559.823650
186.258,24759.125429
82.4319,1259.803343
296.766,1564.639752
105.433,20143.170926
33.9832,21844.038447
156.256,3233.236998
132.613,11171.248292
73.2291,10518.039893
209.98,16873.778786
63.5757,7074.907493
68.9514,10552.859425
158.771,49027.622255
22.4116,49027.622255
44.3149,36613.818596
93.4025,20485.072423
122.055,32571.628034
66.3358,17413.980560
41.188,9313.610041
59.5226,11093.206091
160.1,7405.162430
209.223,11556.595898
5.24442,11556.595898
15.2323,7555.932814
25.8662,33722.520100
38.9392,8268.075633
65.2738,37231.304032
18.4865,857.389496
246.253,13777.775948
206.026,38694.370454
196.495,29847.806697
199.817,50233.578605
126.148,9891.163431
37.5386,21827.929873
43.1663,21827.929873
80.0029,16130.457523
170.483,9557.872420
94.5549,4512.758390
123.902,2983.605810
104.882,6700.957542
138.064,833.409947
171.445,33513.195995
32.8058,33951.415978
167.587,1480.438091
33.6514,9546.266744
42.0392,13984.270105
109.175,503.575402
22.4109,235.404879
75.1585,15988.777027
60.633,404.752138
206.699,690.140146
36.7323,14841.120471
124.392,5869.184333
123.94,34011.258607
37.0936,34011.258607
129.762,22717.177841
86.8809,19477.199361
27.3968,19477.199361
120.966,24493.355825
51.5961,3630.113263
189.686,6346.149329
69.4258,3423.608648
57.9674,3423.608648
26.0145,14529.010420
57.8943,14294.508195
155.513,31746.311355
34.2833,745.648001
259.333,26864.538304
154.029,9655.472458
191.135,30594.691369
70.2789,13733.501253
34.1899,13733.501253
175.663,8193.877861
49.4324,54242.173336
145.325,21588.041281
82.1758,64695.429667
188.681,73.283916
364.155,4439.742771
68.026,29567.985588
10.9715,29567.985588
108.687,18641.671351
228.458,10974.769700
10.6256,40502.684707
168.487,6209.317813
17.6324,6209.317813
80.0684,23552.719307
51.6422,4601.373022
323.254,17960.062103
319.655,13457.196825
151.3,3133.863677
190.881,21077.367881
93.3775,4778.693156
118.925,13294.637067
102.8,17973.026087
99.658,20569.158445
29.077,3062.592439
55.7619,3062.592439
80.8322,2723.534947
12.6813,32589.686890
29.7954,20846.399083
114.207,12062.406641
235.068,2153.228897
97.8322,2153.228897
211.874,2480.411676
73.19,3031.156688
63.4765,3031.156688
118.877,3449.102462
4.14163,14797.043538
167.42,6447.636183
364.601,13133.565090
97.4732,30816.195780
49.7435,8489.623511
177.74,17449.977342
295.058,42633.413462
26.9988,6676.269480
77.8568,10781.869539
21.6652,4988.661174
95.8964,4988.661174
41.4516,4988.661174
163.574,14276.609055
181.68,52831.585178
43.822,14114.441309
146.24,16531.197003
104.982,37567.120284
148.691,9686.453061
110.547,978.150178
48.4175,11538.147406
80.0616,19218.538182
148.475,2232.993222
39.534,21717.885290
29.7538,184.006095
284.4,21216.965208
173.89,2780.497790
52.9038,2780.497790
29.7373,6702.520915
220.455,1017.408679
29.1636,16603.075355
79.9182,16365.330405
193.276,12845.012739
364.497,304.604673
127.987,304.604673
293.123,2484.892935
159.679,7254.710976
131.59,33172.062792
49.2304,17139.557238
78.4098,37148.439328
33.8537,14307.250208
138.335,33887.405719
193.157,7281.396849
73.7154,9198.292575
106.371,443.559367
75.9591,11907.414195
162.669,14893.700736
122.367,30781.020437
164.466,364.983394
131.762,3049.260795
83.7773,1729.532804
216.756,7724.246481
160.901,17350.379453
365.366,2377.401782
144.13,22769.685988
22.1797,22769.685988
54.5545,23221.358645
349.184,6994.091482
105.704,17935.316191
177.166,4379.323457
136.359,34239.735856
129.201,69047.502051
52.9795,6682.852721
218.1,687.490118
101.192,61.561936
214.01,2374.542635
57.3091,2374.542635
353.358,649.453420
67.3623,6561.710463
63.7585,6561.710463
68.1921,66433.778945
209.03,14543.503289
209.67,980.843580
242.405,4010.370277
129.695,26155.329737
152.558,4785.067051
99.8471,25156.475346
40.9806,3707.334145
30.7455,2362.637815
82.0218,14460.425290
204.453,20949.109822
12.0925,25554.682500
86.3726,25554.682500
29.6053,6680.005488
51.2812,16427.113186
193.441,6004.421086
493.99,5577.020969
189.301,1815.131173
96.3763,726.570588
52.7662,20272.866534
166.057,5466.903607
61.5652,353.624209
199.987,1014.874167
64.9316,13946.026438
280.113,13756.049709
95.0064,4729.347473
40.4797,3280.098157
138.201,7100.626413
150.522,11744.134506
29.2196,2339.003554
90.8353,10251.119129
79.9466,4529.629475
161.272,29733.943237
108.469,8346.909350
205.316,17746.314704
164.035,29201.316287
117.854,6905.379770
19.7145,7432.670276
151.776,18014.324067
283.648,34766.654859
28.1748,44485.899406
142.129,12322.045607
23.4476,12322.045607
207.244,1270.194269
187.613,6107.093089
19.5477,19451.325881
379.965,8132.533361
111.007,8132.533361
85.3538,22417.436763
95.3809,11434.453188
15.8484,44946.405407
35.4855,2644.293835
131.991,17113.799922
64.0235,41186.712313
15.8043,41186.712313
68.2283,20858.918487
72.1437,15684.545523
25.7452,8726.695587
88.7589,12637.776048
185.76,38217.770361
45.6419,261.904256
7.31058,18360.430903
176.659,9747.127215
202.105,16052.198342
19.7082,17883.593941
113.579,12672.620010
22.4826,4796.703107
146.007,22733.246581
242.586,3639.182803
50.3644,3639.182803
79.8994,37762.408802
191.237,12298.656216
224.63,29967.683439
29.456,29967.683439
183.897,2253.487835
297.934,7652.054317
323.399,14631.259580
365.488,4164.849570
164.304,24736.380877
231.549,6926.018077
9.75693,3124.842949
55.6564,1231.793774
99.5789,17808.635171
74.9374,7305.225905
73.9272,7305.225905
364.144,25706.209078
66.7965,25706.209078
173.265,11746.884038
151.066,4836.380711
82.7973,22543.139079
60.4931,39053.171094
55.4349,14220.392928
154.279,5521.989076
340.867,32355.692057
216.878,23634.962127
194.633,4637.277525
57.396,4637.277525
105.456,5086.413984
177.216,43756.392778
130.671,43756.392778
314.281,19425.246919
64.3304,2531.721644
152.17,37045.912637
209.23,6833.303186
63.8733,430.296233
181.585,8033.290995
163.613,7232.234351
27.4918,35818.982224
149.597,7020.017217
130.568,12574.887853
80.1814,9228.634189
19.8971,7592.185310
20.2643,28325.993724
202.218,17757.194672
210.493,23093.048852
340.827,7897.289845
79.7735,33876.568581
29.5324,15631.577390
364.642,9343.561218
110.248,37016.834812
